Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
12437.0,10,38,12517.5,5,5,5,555,Champions
12438.0,16,2,2906.85,5,2,4,524,Potential Loyalists
12439.0,684,2,1158.18,1,2,3,123,Lost Customers
12440.0,642,2,859.2,1,2,3,123,Lost Customers
12441.0,486,1,347.1,1,1,2,112,Lost Customers
12443.0,882,1,485.31,1,1,2,112,Lost Customers
12444.0,1,5,5005.46,5,4,5,545,Champions
12445.0,23,2,434.98,5,2,2,522,Potential Loyalists
12446.0,59,1,1002.3100000000001,4,1,3,413,Lost Customers
12447.0,68,1,476.49,4,1,2,412,Lost Customers
12448.0,46,1,449.45,4,1,2,412,Lost Customers
12449.0,24,6,4835.89,5,4,5,545,Champions
12450.0,175,5,688.2,3,4,3,343,Loyal Customers
12451.0,12,8,12669.88,5,4,5,545,Champions
12452.0,18,2,430.57000000000005,5,2,2,522,Potential Loyalists
12453.0,136,1,707.09,3,1,3,313,Lost Customers
12454.0,58,5,16679.78,4,4,5,445,Loyal Customers
12455.0,75,10,5879.95,3,5,5,355,Loyal Customers
12456.0,46,3,3181.04,4,3,5,435,Potential Loyalists
12457.0,83,8,2995.91,3,4,5,345,Loyal Customers
12458.0,73,4,1777.49,4,3,4,434,Potential Loyalists
12459.0,607,1,454.36,1,1,2,112,Lost Customers
12460.0,458,1,326.65,1,1,2,112,Lost Customers
12461.0,126,2,826.88,3,2,3,323,Lost Customers
12462.0,20,2,1189.59,5,2,3,523,Potential Loyalists
12463.0,7,4,1344.78,5,3,4,534,Potential Loyalists
12464.0,12,8,1212.05,5,4,3,543,Champions
12465.0,19,2,742.19,5,2,3,523,Potential Loyalists
12466.0,684,1,56.73,1,1,1,111,Lost Customers
12467.0,366,1,132.8,2,1,1,211,Lost Customers
12468.0,219,5,3670.7400000000002,2,4,5,245,Loyal Customers
12469.0,538,2,3070.54,1,2,5,125,Lost Customers
12470.0,691,1,211.95,1,1,1,111,Lost Customers
12471.0,12,78,37725.28,5,5,5,555,Champions
12472.0,53,19,17880.59,4,5,5,455,Loyal Customers
12473.0,55,5,3938.55,4,4,5,445,Loyal Customers
12474.0,4,31,12424.45,5,5,5,555,Champions
12475.0,55,2,1149.64,4,2,3,423,Potential Loyalists
12476.0,17,23,14115.41,5,5,5,555,Champions
12477.0,24,9,20276.37,5,5,5,555,Champions
12479.0,13,1,527.2,5,1,2,512,Lost Customers
12480.0,30,7,5464.85,4,4,5,445,Loyal Customers
12481.0,24,15,12361.39,5,5,5,555,Champions
12482.0,371,29,23691.4,2,5,5,255,Loyal Customers
12483.0,19,19,5120.58,5,5,5,555,Champions
12484.0,102,12,6370.15,3,5,5,355,Loyal Customers
12485.0,531,1,708.1,1,1,3,113,Lost Customers
12486.0,610,1,1037.28,1,1,3,113,Lost Customers
12487.0,820,1,285.3,1,1,1,111,Lost Customers
12488.0,11,3,1298.66,5,3,4,534,Potential Loyalists
12489.0,163,1,334.93,3,1,2,312,Lost Customers
12490.0,19,20,9361.34,5,5,5,555,Champions
12491.0,334,1,460.40000000000003,2,1,2,212,Lost Customers
12492.0,107,3,715.21,3,3,3,333,Lost Customers
12493.0,167,2,433.74,3,2,2,322,Lost Customers
12494.0,17,9,1872.8700000000001,5,5,4,554,Champions
12495.0,464,1,357.4,1,1,2,112,Lost Customers
12496.0,622,2,54.09,1,2,1,121,Lost Customers
12497.0,83,3,6248.5,3,3,5,335,Lost Customers
12498.0,23,3,403.70000000000005,5,3,2,532,Potential Loyalists
12499.0,562,1,393.72,1,1,2,112,Lost Customers
12500.0,25,19,5955.21,4,5,5,455,Loyal Customers
12501.0,163,1,2169.39,3,1,4,314,Lost Customers
12502.0,189,5,3723.87,3,4,5,345,Loyal Customers
12503.0,615,1,1126.0,1,1,3,113,Lost Customers
12504.0,20,4,779.05,5,3,3,533,Potential Loyalists
12505.0,410,1,955.2,2,1,3,213,Lost Customers
12506.0,234,1,73.5,2,1,1,211,Lost Customers
12507.0,136,4,1844.06,3,3,4,334,Lost Customers
12508.0,28,2,398.27,4,2,2,422,Potential Loyalists
12509.0,286,1,176.5,2,1,1,211,Lost Customers
12510.0,144,9,5178.02,3,5,5,355,Loyal Customers
12511.0,519,1,3084.02,1,1,5,115,Lost Customers
12512.0,245,2,138.03,2,2,1,221,Lost Customers
12513.0,114,1,612.29,3,1,2,312,Lost Customers
12514.0,269,2,1597.76,2,2,4,224,Lost Customers
12515.0,355,1,383.7,2,1,2,212,Lost Customers
12516.0,5,4,2648.62,5,3,4,534,Potential Loyalists
12517.0,30,5,2502.84,4,4,4,444,Loyal Customers
12518.0,1,4,1717.75,5,3,4,534,Potential Loyalists
12519.0,154,2,726.54,3,2,3,323,Lost Customers
12520.0,38,5,2634.26,4,4,4,444,Loyal Customers
12521.0,144,1,599.68,3,1,2,312,Lost Customers
12522.0,41,2,192.72,4,2,1,421,Potential Loyalists
12523.0,10,23,4372.15,5,5,5,555,Champions
12524.0,11,17,11126.11,5,5,5,555,Champions
12525.0,500,3,973.73,1,3,3,133,At Risk
12526.0,55,2,1039.58,4,2,3,423,Potential Loyalists
12527.0,83,5,735.51,3,4,3,343,Loyal Customers
12528.0,11,6,1933.48,5,4,4,544,Champions
12529.0,530,1,316.48,1,1,2,112,Lost Customers
12530.0,31,9,3759.26,4,5,5,455,Loyal Customers
12531.0,16,2,1933.2,5,2,4,524,Potential Loyalists
12532.0,91,1,349.83000000000004,3,1,2,312,Lost Customers
12533.0,629,2,1367.89,1,2,4,124,Lost Customers
12534.0,337,1,1089.18,2,1,3,213,Lost Customers
12535.0,93,2,716.35,3,2,3,323,Lost Customers
12536.0,31,3,12601.830000000002,4,3,5,435,Potential Loyalists
12537.0,410,1,732.94,2,1,3,213,Lost Customers
12538.0,61,2,640.45,4,2,3,423,Potential Loyalists
12539.0,24,7,11214.75,5,4,5,545,Champions
12540.0,21,33,22254.49,5,5,5,555,Champions
12541.0,61,3,981.18,4,3,3,433,Potential Loyalists
12542.0,367,2,481.88,2,2,2,222,Lost Customers
12543.0,450,1,980.25,1,1,3,113,Lost Customers
12544.0,275,1,372.7,2,1,2,212,Lost Customers
12545.0,77,2,1000.39,3,2,3,323,Lost Customers
12546.0,48,2,1161.5,4,2,3,423,Potential Loyalists
12547.0,199,3,383.58,3,3,2,332,Lost Customers
12548.0,168,1,95.19999999999999,3,1,1,311,Lost Customers
12549.0,375,6,1575.68,2,4,4,244,Loyal Customers
12550.0,81,1,964.83,3,1,3,313,Lost Customers
12551.0,359,1,168.0,2,1,1,211,Lost Customers
12552.0,41,2,437.82,4,2,2,422,Potential Loyalists
12553.0,1,12,4608.75,5,5,5,555,Champions
12554.0,450,1,468.5,1,1,2,112,Lost Customers
12555.0,684,1,129.23,1,1,1,111,Lost Customers
12556.0,34,2,603.71,4,2,2,422,Potential Loyalists
12557.0,18,8,18716.14,5,4,5,545,Champions
12558.0,302,1,269.96,2,1,1,211,Lost Customers
12559.0,312,2,561.71,2,2,2,222,Lost Customers
12560.0,114,2,1436.31,3,2,4,324,Lost Customers
12561.0,70,1,238.85,4,1,1,411,Lost Customers
12562.0,24,9,4966.92,5,5,5,555,Champions
12563.0,410,1,249.24,2,1,1,211,Lost Customers
12564.0,263,1,456.90000000000003,2,1,2,212,Lost Customers
12565.0,290,1,145.92000000000002,2,1,1,211,Lost Customers
12566.0,88,1,351.65,3,1,2,312,Lost Customers
12567.0,24,15,13709.86,5,5,5,555,Champions
12568.0,587,1,70.0,1,1,1,111,Lost Customers
12569.0,1,28,3704.86,5,5,5,555,Champions
12570.0,683,1,77.52,1,1,1,111,Lost Customers
12571.0,41,2,519.61,4,2,2,422,Potential Loyalists
12572.0,53,2,1020.4200000000001,4,2,3,423,Potential Loyalists
12573.0,229,5,717.41,2,4,3,243,Loyal Customers
12574.0,317,1,218.45000000000002,2,1,1,211,Lost Customers
12575.0,489,2,622.82,1,2,3,123,Lost Customers
12576.0,131,8,2142.7200000000003,3,4,4,344,Loyal Customers
12577.0,244,8,1653.75,2,4,4,244,Loyal Customers
12578.0,23,4,4642.45,5,3,5,535,Potential Loyalists
12579.0,80,1,440.42,3,1,2,312,Lost Customers
12580.0,160,2,1052.9,3,2,3,323,Lost Customers
12581.0,41,1,197.71,4,1,1,411,Lost Customers
12582.0,240,4,1980.4,2,3,4,234,At Risk
12583.0,1,26,13752.67,5,5,5,555,Champions
12584.0,19,8,2137.7,5,4,4,544,Champions
12585.0,236,2,2040.1,2,2,4,224,Lost Customers
12586.0,19,4,2062.67,5,3,4,534,Potential Loyalists
12587.0,302,1,144.0,2,1,1,211,Lost Customers
12588.0,41,4,958.78,4,3,3,433,Potential Loyalists
12589.0,30,8,4695.66,4,4,5,445,Loyal Customers
12590.0,6,2,9864.26,5,2,5,525,Potential Loyalists
12591.0,319,3,1352.15,2,3,4,234,At Risk
12592.0,67,5,2582.66,4,4,4,444,Loyal Customers
12593.0,110,3,418.1,3,3,2,332,Lost Customers
12594.0,48,15,5090.110000000001,4,5,5,455,Loyal Customers
12595.0,506,1,299.02,1,1,2,112,Lost Customers
12596.0,37,2,618.27,4,2,3,423,Potential Loyalists
12597.0,21,4,3811.22,5,3,5,535,Potential Loyalists
12598.0,11,11,4534.09,5,5,5,555,Champions
12599.0,34,13,2296.72,4,5,4,454,Loyal Customers
12600.0,30,21,5043.92,4,5,5,455,Loyal Customers
12601.0,40,6,681.26,4,4,3,443,Loyal Customers
12602.0,1,1,153.12,5,1,1,511,Lost Customers
12603.0,23,1,739.1999999999999,5,1,3,513,Lost Customers
12604.0,81,2,254.18,3,2,1,321,Lost Customers
12605.0,366,4,1232.95,2,3,4,234,At Risk
12606.0,684,1,21.0,1,1,1,111,Lost Customers
12607.0,62,1,1579.51,4,1,4,414,Lost Customers
12608.0,406,1,415.79,2,1,2,212,Lost Customers
12609.0,80,9,3435.86,3,5,5,355,Loyal Customers
12610.0,24,5,2099.54,5,4,4,544,Champions
12611.0,54,1,1193.32,4,1,3,413,Lost Customers
12612.0,76,1,704.04,3,1,3,313,Lost Customers
12613.0,59,10,6835.07,4,5,5,455,Loyal Customers
12614.0,161,1,315.6,3,1,2,312,Lost Customers
12615.0,73,7,5318.13,4,4,5,445,Loyal Customers
12616.0,216,3,1131.1,2,3,3,233,At Risk
12617.0,61,1,355.53000000000003,4,1,2,412,Lost Customers
12618.0,23,1,177.31,5,1,1,511,Lost Customers
12619.0,18,10,3781.38,5,5,5,555,Champions
12620.0,16,3,1339.41,5,3,4,534,Potential Loyalists
12621.0,6,34,23587.61,5,5,5,555,Champions
12622.0,234,1,180.1,2,1,1,211,Lost Customers
12623.0,130,7,3747.84,3,4,5,345,Loyal Customers
12624.0,108,2,641.13,3,2,3,323,Lost Customers
12625.0,6,4,5164.88,5,3,5,535,Potential Loyalists
12626.0,25,9,6620.4800000000005,4,5,5,455,Loyal Customers
12627.0,12,7,4478.53,5,4,5,545,Champions
12628.0,183,2,571.21,3,2,2,322,Lost Customers
12629.0,366,2,1558.22,2,2,4,224,Lost Customers
12630.0,11,2,1270.88,5,2,4,524,Potential Loyalists
12631.0,59,6,3481.57,4,4,5,445,Loyal Customers
12632.0,522,2,804.88,1,2,3,123,Lost Customers
12633.0,1,7,5678.16,5,4,5,545,Champions
12634.0,461,2,490.0,1,2,2,122,Lost Customers
12635.0,32,4,2930.41,4,3,4,434,Potential Loyalists
12636.0,1063,1,141.0,1,1,1,111,Lost Customers
12637.0,93,12,8340.31,3,5,5,355,Loyal Customers
12638.0,183,2,921.49,3,2,3,323,Lost Customers
12639.0,240,3,1312.3700000000001,2,3,4,234,At Risk
12640.0,25,3,1174.58,4,3,3,433,Potential Loyalists
12641.0,117,1,185.9,3,1,1,311,Lost Customers
12642.0,27,3,1013.26,4,3,3,433,Potential Loyalists
12643.0,40,12,8350.42,4,5,5,455,Loyal Customers
12644.0,306,4,1918.49,2,3,4,234,At Risk
12645.0,111,8,3539.3,3,4,5,345,Loyal Customers
12646.0,51,1,731.69,4,1,3,413,Lost Customers
12647.0,24,36,17924.35,5,5,5,555,Champions
12648.0,126,4,1112.0,3,3,3,333,Lost Customers
12649.0,36,8,2294.65,4,4,4,444,Loyal Customers
12651.0,101,4,377.75,3,3,2,332,Lost Customers
12652.0,10,2,1017.0300000000001,5,2,3,523,Potential Loyalists
12653.0,150,3,4160.83,3,3,5,335,Lost Customers
12654.0,12,5,601.98,5,4,2,542,Champions
12655.0,366,1,261.35,2,1,1,211,Lost Customers
12656.0,19,8,6407.83,5,4,5,545,Champions
12657.0,13,4,1643.18,5,3,4,534,Potential Loyalists
12658.0,20,1,686.05,5,1,3,513,Lost Customers
12659.0,61,1,91.68,4,1,1,411,Lost Customers
12660.0,13,1,245.10000000000002,5,1,1,511,Lost Customers
12661.0,438,1,162.0,1,1,1,111,Lost Customers
12662.0,24,19,6763.070000000001,5,5,5,555,Champions
12663.0,465,2,239.4,1,2,1,121,Lost Customers
12664.0,1,11,6070.04,5,5,5,555,Champions
12665.0,326,3,313.6,2,3,2,232,At Risk
12666.0,426,1,1248.42,1,1,4,114,Lost Customers
12667.0,1,1,620.13,5,1,3,513,Lost Customers
12668.0,13,10,11444.68,5,5,5,555,Champions
12669.0,4,3,2744.0299999999997,5,3,4,534,Potential Loyalists
12670.0,12,7,3760.29,5,4,5,545,Champions
12671.0,372,1,2622.481,2,1,4,214,Lost Customers
12672.0,331,2,437.05,2,2,2,222,Lost Customers
12673.0,328,2,840.4,2,2,3,223,Lost Customers
12674.0,93,4,1970.6,3,3,4,334,Lost Customers
12675.0,432,2,958.5,1,2,3,123,Lost Customers
12676.0,26,11,2843.09,4,5,4,454,Loyal Customers
12677.0,404,2,395.1,2,2,2,222,Lost Customers
12678.0,44,21,34281.18,4,5,5,455,Loyal Customers
12679.0,1,4,1113.02,5,3,3,533,Potential Loyalists
12680.0,32,3,613.36,4,3,3,433,Potential Loyalists
12681.0,16,45,30868.28,5,5,5,555,Champions
12682.0,3,51,23397.28,5,5,5,555,Champions
12683.0,6,19,11899.3,5,5,5,555,Champions
12684.0,26,7,2283.63,4,4,4,444,Loyal Customers
12685.0,30,6,2863.08,4,4,4,444,Loyal Customers
12686.0,639,1,178.28,1,1,1,111,Lost Customers
12687.0,482,2,2138.91,1,2,4,124,Lost Customers
12688.0,115,1,4873.81,3,1,5,315,Lost Customers
12689.0,27,2,1247.6100000000001,4,2,4,424,Potential Loyalists
12690.0,207,1,389.01,2,1,2,212,Lost Customers
12691.0,1,7,1170.4,5,4,3,543,Champions
12692.0,373,1,110.95,2,1,1,211,Lost Customers
12693.0,6,7,1703.02,5,4,4,544,Champions
12694.0,72,3,1843.35,4,3,4,434,Potential Loyalists
12695.0,109,7,1407.1200000000001,3,4,4,344,Loyal Customers
12696.0,510,2,851.91,1,2,3,123,Lost Customers
12697.0,30,3,957.59,4,3,3,433,Potential Loyalists
12698.0,592,1,339.75,1,1,2,112,Lost Customers
12699.0,419,1,638.11,1,1,3,113,Lost Customers
12700.0,128,4,4939.99,3,3,5,335,Lost Customers
12701.0,37,6,2446.41,4,4,4,444,Loyal Customers
12702.0,21,1,219.0,5,1,1,511,Lost Customers
12703.0,72,4,1006.53,4,3,3,433,Potential Loyalists
12704.0,24,8,2340.84,5,4,4,544,Champions
12705.0,17,14,11762.1,5,5,5,555,Champions
12707.0,293,1,603.42,2,1,2,212,Lost Customers
12708.0,61,18,5314.1,4,5,5,455,Loyal Customers
12709.0,1,34,31093.34,5,5,5,555,Champions
12710.0,203,3,1149.02,3,3,3,333,Lost Customers
12711.0,525,2,1339.05,1,2,4,124,Lost Customers
12712.0,10,21,7193.66,5,5,5,555,Champions
12714.0,11,12,14093.710000000001,5,5,5,555,Champions
12715.0,108,1,353.86,3,1,2,312,Lost Customers
12716.0,135,1,677.9,3,1,3,313,Lost Customers
12717.0,34,3,1308.91,4,3,4,434,Potential Loyalists
12718.0,73,1,238.25,4,1,1,411,Lost Customers
12719.0,215,1,283.6,2,1,1,211,Lost Customers
12720.0,4,29,7878.2,5,5,5,555,Champions
12721.0,81,8,4013.08,3,4,5,345,Loyal Customers
12722.0,4,4,997.63,5,3,3,533,Potential Loyalists
12723.0,18,4,647.79,5,3,3,533,Potential Loyalists
12724.0,40,6,2109.28,4,4,4,444,Loyal Customers
12725.0,416,4,2694.56,2,3,4,234,At Risk
12726.0,30,11,4014.6,4,5,5,455,Loyal Customers
12727.0,12,10,5679.53,5,5,5,555,Champions
12728.0,40,5,1070.17,4,4,3,443,Loyal Customers
12729.0,115,1,453.01,3,1,2,312,Lost Customers
12730.0,552,1,829.25,1,1,3,113,Lost Customers
12731.0,25,17,25775.71,4,5,5,455,Loyal Customers
12732.0,181,1,236.26000000000002,3,1,1,311,Lost Customers
12733.0,236,4,2424.87,2,3,4,234,At Risk
12734.0,354,3,639.65,2,3,3,233,At Risk
12735.0,193,2,779.5699999999999,3,2,3,323,Lost Customers
12736.0,40,1,234.0,4,1,1,411,Lost Customers
12737.0,500,2,3710.5,1,2,5,125,Lost Customers
12738.0,666,1,310.7,1,1,2,112,Lost Customers
12739.0,80,4,2726.73,3,3,4,334,Lost Customers
12740.0,154,1,427.6,3,1,2,312,Lost Customers
12741.0,531,2,406.07,1,2,2,122,Lost Customers
12742.0,627,1,1201.52,1,1,3,113,Lost Customers
12743.0,136,2,546.43,3,2,2,322,Lost Customers
12744.0,53,11,25317.06,4,5,5,455,Loyal Customers
12745.0,429,3,925.41,1,3,3,133,At Risk
12746.0,542,1,254.55,1,1,1,111,Lost Customers
12747.0,24,25,8838.04,5,5,5,555,Champions
12748.0,5,331,55844.23,5,5,5,555,Champions
12749.0,24,8,6134.3,5,4,5,545,Champions
12750.0,278,1,275.88,2,1,1,211,Lost Customers
12751.0,446,1,268.27,1,1,1,111,Lost Customers
12752.0,83,1,4366.78,3,1,5,315,Lost Customers
12753.0,24,6,21429.39,5,4,5,545,Champions
12754.0,161,3,3010.74,3,3,5,335,Lost Customers
12755.0,252,11,9030.66,2,5,5,255,Loyal Customers
12756.0,88,1,112.08,3,1,1,311,Lost Customers
12757.0,5,13,7857.1,5,5,5,555,Champions
12758.0,118,7,9903.24,3,4,5,345,Loyal Customers
12759.0,54,8,5020.74,4,4,5,445,Loyal Customers
12760.0,428,1,347.8,1,1,2,112,Lost Customers
12761.0,489,2,782.95,1,2,3,123,Lost Customers
12762.0,27,2,1898.52,4,2,4,424,Potential Loyalists
12763.0,140,2,814.16,3,2,3,323,Lost Customers
12764.0,318,1,1693.88,2,1,4,214,Lost Customers
12765.0,474,6,1404.58,1,4,4,144,Loyal Customers
12766.0,59,8,9349.85,4,4,5,445,Loyal Customers
12767.0,377,1,949.82,2,1,3,213,Lost Customers
12768.0,452,1,168.69,1,1,1,111,Lost Customers
12769.0,240,1,1143.6,2,1,3,213,Lost Customers
12770.0,212,2,3246.45,2,2,5,225,Lost Customers
12771.0,398,1,282.3,2,1,1,211,Lost Customers
12772.0,31,1,892.47,4,1,3,413,Lost Customers
12773.0,565,1,124.25,1,1,1,111,Lost Customers
12774.0,537,1,98.7,1,1,1,111,Lost Customers
12775.0,19,7,1686.1200000000001,5,4,4,544,Champions
12776.0,435,1,55.5,1,1,1,111,Lost Customers
12777.0,489,1,519.45,1,1,2,112,Lost Customers
12778.0,21,9,1775.68,5,5,4,554,Champions
12779.0,200,14,6722.2699999999995,3,5,5,355,Loyal Customers
12780.0,600,1,337.4,1,1,2,112,Lost Customers
12781.0,154,2,826.74,3,2,3,323,Lost Customers
12782.0,151,10,4365.99,3,5,5,355,Loyal Customers
12783.0,55,5,1825.33,4,4,4,444,Loyal Customers
12784.0,11,3,1804.75,5,3,4,534,Potential Loyalists
12785.0,425,3,1100.4,1,3,3,133,At Risk
12786.0,463,1,728.5000000000001,1,1,3,113,Lost Customers
12787.0,11,4,862.1800000000001,5,3,3,533,Potential Loyalists
12788.0,504,4,444.90000000000003,1,3,2,132,At Risk
12789.0,215,3,273.35,2,3,1,231,At Risk
12790.0,194,2,591.85,3,2,2,322,Lost Customers
12791.0,365,6,1056.1100000000001,2,4,3,243,Loyal Customers
12792.0,258,2,827.01,2,2,3,223,Lost Customers
12793.0,101,3,1017.33,3,3,3,333,Lost Customers
12794.0,55,2,860.41,4,2,3,423,Potential Loyalists
12795.0,20,1,430.48,5,1,2,512,Lost Customers
12796.0,630,1,381.0,1,1,2,112,Lost Customers
12797.0,396,2,806.11,2,2,3,223,Lost Customers
12798.0,12,4,8510.93,5,3,5,535,Potential Loyalists
12799.0,531,1,219.35,1,1,1,111,Lost Customers
12800.0,472,3,584.25,1,3,2,132,At Risk
12801.0,502,1,1071.82,1,1,3,113,Lost Customers
12802.0,188,7,2416.42,3,4,4,344,Loyal Customers
12803.0,395,1,1092.81,2,1,3,213,Lost Customers
12804.0,467,2,327.02,1,2,2,122,Lost Customers
12805.0,383,4,1434.95,2,3,4,234,At Risk
12806.0,437,4,2878.96,1,3,4,134,At Risk
12807.0,385,1,330.35,2,1,2,212,Lost Customers
12808.0,127,5,906.1,3,4,3,343,Loyal Customers
12809.0,179,3,1755.94,3,3,4,334,Lost Customers
12810.0,536,2,534.99,1,2,2,122,Lost Customers
12811.0,262,5,1033.9,2,4,3,243,Loyal Customers
12812.0,46,1,229.64000000000001,4,1,1,411,Lost Customers
12813.0,432,3,1687.8,1,3,4,134,At Risk
12814.0,103,1,125.92,3,1,1,311,Lost Customers
12815.0,149,2,1063.46,3,2,3,323,Lost Customers
12816.0,178,2,572.2,3,2,2,322,Lost Customers
12817.0,283,3,690.98,2,3,3,233,At Risk
12818.0,263,1,1542.08,2,1,4,214,Lost Customers
12819.0,520,1,540.52,1,1,2,112,Lost Customers
12820.0,46,10,2479.17,4,5,4,454,Loyal Customers
12821.0,97,2,220.8,3,2,1,321,Lost Customers
12822.0,72,2,948.88,4,2,3,423,Potential Loyalists
12823.0,76,18,6501.5,3,5,5,355,Loyal Customers
12824.0,31,1,397.12,4,1,2,412,Lost Customers
12825.0,495,2,518.63,1,2,2,122,Lost Customers
12826.0,61,11,2813.15,4,5,4,454,Loyal Customers
12827.0,46,3,430.15,4,3,2,432,Potential Loyalists
12828.0,114,5,935.09,3,4,3,343,Loyal Customers
12829.0,163,3,385.3,3,3,2,332,Lost Customers
12830.0,93,6,6814.64,3,4,5,345,Loyal Customers
12831.0,264,3,451.11,2,3,2,232,At Risk
12832.0,153,2,383.03000000000003,3,2,2,322,Lost Customers
12833.0,147,1,417.38,3,1,2,312,Lost Customers
