Customer ID,Total_Revenue,Total_Orders,Total_Items,First_Purchase,Last_Purchase,Customer_Lifespan,AvgOrderValue
12453.0,707.09,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,0,707.09
12454.0,16679.78,5,7703,2010-09-11 10:09:00,2011-10-14 17:13:00,398,3335.9559999999997
12455.0,5879.95,10,3302,2009-12-18 12:33:00,2011-09-27 15:31:00,648,587.995
12456.0,3181.04,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,210,1060.3466666666666
12457.0,2995.91,8,1094,2010-09-30 17:59:00,2011-09-19 09:04:00,353,374.48875
12458.0,1777.49,4,986,2010-08-10 11:36:00,2011-09-29 15:25:00,415,444.3725
12459.0,454.36,1,258,2010-04-13 14:53:00,2010-04-13 14:53:00,0,454.36
12460.0,326.65,1,170,2010-09-09 13:51:00,2010-09-09 13:51:00,0,326.65
12461.0,826.88,2,287,2011-06-09 16:57:00,2011-08-07 10:23:00,58,413.44
12462.0,1189.59,2,536,2011-09-02 14:44:00,2011-11-21 09:11:00,79,594.795
12463.0,1344.78,4,776,2011-05-17 10:02:00,2011-12-04 12:47:00,201,336.195
12464.0,1212.05,8,112,2011-02-28 12:08:00,2011-11-29 13:33:00,274,151.50625
12465.0,742.19,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,152,371.095
12466.0,56.73,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,56.73
12467.0,132.8,1,129,2010-12-10 15:41:00,2010-12-10 15:41:00,0,132.8
12468.0,3670.7400000000002,5,2201,2010-01-07 10:28:00,2011-05-06 11:36:00,484,734.148
12469.0,3070.54,2,2552,2010-05-07 12:40:00,2010-06-21 10:30:00,44,1535.27
12470.0,211.95,1,95,2010-01-19 11:01:00,2010-01-19 11:01:00,0,211.95
12471.0,37725.28,78,15992,2009-07-12 10:41:00,2011-11-29 13:01:00,870,483.6574358974359
12472.0,17880.59,19,11350,2009-12-14 10:49:00,2011-10-19 11:49:00,674,941.0836842105264
12473.0,3938.55,5,2439,2011-01-06 10:15:00,2011-10-17 11:27:00,284,787.71
12474.0,12424.45,31,7954,2010-04-10 11:16:00,2011-12-07 10:25:00,605,400.7887096774194
12475.0,1149.64,2,771,2010-10-26 08:49:00,2011-10-17 10:10:00,356,574.82
12476.0,14115.41,23,5645,2010-02-11 11:33:00,2011-11-24 12:40:00,651,613.7134782608696
12477.0,20276.37,9,6119,2010-02-07 08:26:00,2011-11-17 09:51:00,648,2252.93
12479.0,527.2,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,0,527.2
12480.0,5464.85,7,2952,2010-05-11 15:08:00,2011-11-11 14:52:00,548,780.6928571428572
12481.0,12361.39,15,7253,2010-09-12 10:13:00,2011-11-17 08:29:00,430,824.0926666666667
12482.0,23691.4,29,27042,2010-02-24 10:24:00,2010-12-05 16:51:00,284,816.944827586207
12483.0,5120.58,19,2172,2010-01-31 13:28:00,2011-11-22 17:02:00,660,269.5042105263158
12484.0,6370.15,12,3271,2010-01-27 16:41:00,2011-08-31 09:44:00,580,530.8458333333333
12485.0,708.1,1,414,2010-06-28 15:22:00,2010-06-28 15:22:00,0,708.1
12486.0,1037.28,1,523,2010-04-10 12:14:00,2010-04-10 12:14:00,0,1037.28
12487.0,285.3,1,174,2009-09-12 11:36:00,2009-09-12 11:36:00,0,285.3
12488.0,1298.66,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.8866666666667
12489.0,334.93,1,105,2011-07-01 13:13:00,2011-07-01 13:13:00,0,334.93
12490.0,9361.34,20,5651,2009-01-12 12:52:00,2011-11-22 11:19:00,1043,468.067
12491.0,460.40000000000003,1,260,2011-01-11 12:18:00,2011-01-11 12:18:00,0,460.40000000000003
12492.0,715.21,3,444,2010-01-11 14:58:00,2011-08-26 14:51:00,591,238.40333333333334
12493.0,433.74,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87
12494.0,1872.8700000000001,9,988,2010-09-12 11:31:00,2011-11-24 09:34:00,437,208.0966666666667
12495.0,357.4,1,130,2010-09-03 10:53:00,2010-09-03 10:53:00,0,357.4
12496.0,54.09,2,33,2010-03-29 13:57:00,2010-03-29 14:06:00,0,27.045
12497.0,6248.5,3,5685,2010-04-11 12:31:00,2011-09-19 12:29:00,525,2082.8333333333335
12498.0,403.70000000000005,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.5666666666667
12499.0,393.72,1,302,2010-05-28 15:12:00,2010-05-28 15:12:00,0,393.72
12500.0,5955.21,19,3377,2010-02-25 16:21:00,2011-11-16 16:20:00,628,313.4321052631579
12501.0,2169.39,1,1783,2011-07-01 12:28:00,2011-07-01 12:28:00,0,2169.39
12502.0,3723.87,5,820,2011-03-02 10:41:00,2011-06-05 08:19:00,94,744.774
12503.0,1126.0,1,561,2010-04-05 13:59:00,2010-04-05 13:59:00,0,1126.0
12504.0,779.05,4,458,2010-04-22 10:24:00,2011-11-21 16:02:00,578,194.7625
12505.0,955.2,1,324,2010-10-27 09:18:00,2010-10-27 09:18:00,0,955.2
12506.0,73.5,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5
12507.0,1844.06,4,1256,2010-04-05 09:23:00,2011-07-28 17:09:00,479,461.015
12508.0,398.27,2,272,2011-10-11 16:27:00,2011-11-13 15:37:00,32,199.135
12509.0,176.5,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,0,176.5
12510.0,5178.02,9,2049,2009-04-12 13:47:00,2011-07-20 10:15:00,828,575.3355555555556
12511.0,3084.02,1,1753,2010-07-10 10:39:00,2010-07-10 10:39:00,0,3084.02
12512.0,138.03,2,99,2011-04-10 14:53:00,2011-04-10 14:55:00,0,69.015
12513.0,612.29,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,0,612.29
12514.0,1597.76,2,840,2010-08-03 12:18:00,2011-03-17 16:38:00,226,798.88
12515.0,383.7,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,0,383.7
12516.0,2648.62,4,1952,2010-04-19 14:14:00,2011-12-06 11:37:00,595,662.155
12517.0,2502.84,5,1371,2011-02-06 15:13:00,2011-11-11 14:04:00,277,500.56800000000004
12518.0,1717.75,4,1130,2011-08-21 13:18:00,2011-12-10 10:36:00,110,429.4375
12519.0,726.54,2,395,2010-08-20 08:21:00,2011-07-10 09:26:00,324,363.27
12520.0,2634.26,5,1439,2011-03-25 08:50:00,2011-11-03 11:35:00,223,526.8520000000001
12521.0,599.68,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,0,599.68
12522.0,192.72,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,12,96.36
12523.0,4372.15,23,2275,2009-07-12 13:46:00,2011-12-01 09:43:00,871,190.09347826086955
12524.0,11126.11,17,7178,2010-03-24 11:49:00,2011-11-30 15:31:00,616,654.4770588235294
12525.0,973.73,3,509,2010-01-06 09:42:00,2010-07-29 16:08:00,204,324.57666666666665
12526.0,1039.58,2,544,2011-06-09 14:19:00,2011-10-17 09:37:00,129,519.79
12527.0,735.51,5,526,2010-02-08 12:23:00,2011-09-19 11:55:00,587,147.102
12528.0,1933.48,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,303,322.24666666666667
12529.0,316.48,1,192,2010-06-29 13:10:00,2010-06-29 13:10:00,0,316.48
12530.0,3759.26,9,2713,2010-04-21 11:51:00,2011-11-10 12:34:00,568,417.6955555555556
12531.0,1933.2,2,1119,2010-01-22 14:17:00,2011-11-25 11:12:00,671,966.6
12532.0,349.83000000000004,1,153,2011-09-11 13:47:00,2011-09-11 13:47:00,0,349.83000000000004
12533.0,1367.89,2,704,2009-01-12 11:50:00,2010-03-22 10:56:00,433,683.945
12534.0,1089.18,1,651,2011-01-08 10:26:00,2011-01-08 10:26:00,0,1089.18
12535.0,716.35,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175
12536.0,12601.830000000002,3,2803,2011-10-27 14:13:00,2011-11-10 14:52:00,14,4200.610000000001
12537.0,732.94,1,449,2010-10-27 08:36:00,2010-10-27 08:36:00,0,732.94
12538.0,640.45,2,336,2010-11-26 13:02:00,2011-10-11 17:16:00,319,320.225
12539.0,11214.75,7,4535,2009-12-23 13:00:00,2011-11-17 13:30:00,694,1602.107142857143
12540.0,22254.49,33,11019,2009-07-12 16:56:00,2011-11-20 11:31:00,860,674.3784848484848
12541.0,981.18,3,680,2011-04-03 09:32:00,2011-10-11 10:40:00,191,327.06
12542.0,481.88,2,522,2010-09-03 16:26:00,2010-12-08 19:12:00,96,240.94
12543.0,980.25,1,688,2010-09-17 15:51:00,2010-09-17 15:51:00,0,980.25
12544.0,372.7,1,136,2011-03-11 16:15:00,2011-03-11 16:15:00,0,372.7
12545.0,1000.39,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,184,500.195
12546.0,1161.5,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,31,580.75
12547.0,383.58,3,309,2010-07-27 13:55:00,2011-05-26 12:38:00,302,127.86
12548.0,95.19999999999999,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,0,95.19999999999999
12549.0,1575.68,6,1366,2010-01-27 10:35:00,2010-12-01 15:01:00,308,262.61333333333334
12550.0,964.83,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,0,964.83
12551.0,168.0,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,0,168.0
12552.0,437.82,2,88,2011-01-11 10:02:00,2011-10-31 12:11:00,293,218.91
12553.0,4608.75,12,2325,2010-11-19 12:18:00,2011-12-10 14:18:00,386,384.0625
12554.0,468.5,1,240,2010-09-17 12:29:00,2010-09-17 12:29:00,0,468.5
12555.0,129.23,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00,0,129.23
12556.0,603.71,2,358,2011-10-20 13:06:00,2011-11-07 13:35:00,18,301.855
12557.0,18716.14,8,6782,2009-12-17 10:39:00,2011-11-23 16:59:00,706,2339.5175
12558.0,269.96,1,196,2011-02-12 10:41:00,2011-02-12 10:41:00,0,269.96
12559.0,561.71,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,8,280.855
12560.0,1436.31,2,820,2011-07-19 15:55:00,2011-08-19 15:22:00,30,718.155
12561.0,238.85,1,177,2011-10-02 11:39:00,2011-10-02 11:39:00,0,238.85
12562.0,4966.92,9,2327,2010-09-30 13:13:00,2011-11-17 11:34:00,412,551.88
12563.0,249.24,1,113,2010-10-27 09:52:00,2010-10-27 09:52:00,0,249.24
12564.0,456.90000000000003,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,0,456.90000000000003
12565.0,145.92000000000002,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,0,145.92000000000002
12566.0,351.65,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,0,351.65
12567.0,13709.86,15,6086,2010-05-12 11:57:00,2011-11-17 11:02:00,553,913.9906666666667
12568.0,70.0,1,48,2010-05-03 09:15:00,2010-05-03 09:15:00,0,70.0
12569.0,3704.86,28,1598,2011-01-04 13:47:00,2011-12-10 11:49:00,339,132.3164285714286
12570.0,77.52,1,1,2010-01-26 17:28:00,2010-01-26 17:28:00,0,77.52
12571.0,519.61,2,523,2011-10-08 12:35:00,2011-10-31 10:19:00,22,259.805
12572.0,1020.4200000000001,2,452,2011-01-12 09:20:00,2011-10-19 08:20:00,279,510.21000000000004
12573.0,717.41,5,479,2010-08-31 17:25:00,2011-04-26 15:52:00,237,143.482
12574.0,218.45000000000002,1,61,2011-01-28 09:20:00,2011-01-28 09:20:00,0,218.45000000000002
12575.0,622.82,2,315,2010-01-07 09:15:00,2010-08-09 13:09:00,214,311.41
12576.0,2142.7200000000003,8,1494,2010-01-07 13:46:00,2011-08-02 11:31:00,571,267.84000000000003
12577.0,1653.75,8,1197,2009-03-12 19:31:00,2011-04-11 13:24:00,759,206.71875
12578.0,4642.45,4,2380,2010-09-22 11:19:00,2011-11-18 13:30:00,422,1160.6125
12579.0,440.42,1,285,2011-09-22 17:15:00,2011-09-22 17:15:00,0,440.42
12580.0,1052.9,2,569,2010-12-05 11:45:00,2011-07-04 10:24:00,210,526.45
12581.0,197.71,1,161,2011-10-31 08:56:00,2011-10-31 08:56:00,0,197.71
12582.0,1980.4,4,985,2010-10-13 10:52:00,2011-04-15 08:45:00,183,495.1
12583.0,13752.67,26,8672,2009-06-12 11:57:00,2011-12-10 14:46:00,911,528.9488461538461
12584.0,2137.7,8,371,2011-04-03 15:15:00,2011-11-22 08:34:00,232,267.2125
12585.0,2040.1,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1020.05
12586.0,2062.67,4,687,2009-12-16 13:15:00,2011-11-22 16:24:00,706,515.6675
12587.0,144.0,1,51,2011-02-12 12:47:00,2011-02-12 12:47:00,0,144.0
12588.0,958.78,4,438,2010-04-21 12:22:00,2011-10-31 15:01:00,558,239.695
12589.0,4695.66,8,1764,2010-01-19 12:26:00,2011-11-11 10:19:00,660,586.9575
12590.0,9864.26,2,4283,2011-12-05 14:46:00,2011-12-05 14:52:00,0,4932.13
12591.0,1352.15,3,677,2010-10-27 10:42:00,2011-01-26 14:35:00,91,450.7166666666667
12592.0,2582.66,5,1875,2010-08-07 14:06:00,2011-10-05 13:44:00,423,516.5319999999999
12593.0,418.1,3,206,2011-02-08 09:55:00,2011-08-23 12:43:00,196,139.36666666666667
12594.0,5090.110000000001,15,2768,2010-03-03 13:51:00,2011-10-24 12:44:00,599,339.3406666666667
12595.0,299.02,1,271,2010-07-23 09:10:00,2010-07-23 09:10:00,0,299.02
12596.0,618.27,2,474,2011-10-19 13:02:00,2011-11-04 13:22:00,16,309.135
12597.0,3811.22,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,248,952.805
12598.0,4534.09,11,2906,2010-01-03 09:58:00,2011-11-30 12:18:00,696,412.19
12599.0,2296.72,13,2189,2010-07-11 13:14:00,2011-11-07 15:22:00,484,176.67076923076922
12600.0,5043.92,21,1414,2009-07-12 13:37:00,2011-11-11 10:29:00,851,240.18666666666667
12601.0,681.26,6,290,2010-10-31 10:57:00,2011-11-01 10:38:00,365,113.54333333333334
12602.0,153.12,1,162,2011-12-10 11:22:00,2011-12-10 11:22:00,0,153.12
12603.0,739.1999999999999,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,0,739.1999999999999
12604.0,254.18,2,201,2011-03-23 12:06:00,2011-09-21 14:08:00,182,127.09
12605.0,1232.95,4,929,2010-07-09 14:21:00,2010-12-10 16:51:00,154,308.2375
12606.0,21.0,1,1,2010-01-26 16:23:00,2010-01-26 16:23:00,0,21.0
12607.0,1579.51,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,0,1579.51
12608.0,415.79,1,323,2010-10-31 10:49:00,2010-10-31 10:49:00,0,415.79
12609.0,3435.86,9,1553,2009-12-20 13:30:00,2011-09-22 16:34:00,641,381.76222222222225
12610.0,2099.54,5,1049,2011-05-08 13:52:00,2011-11-17 09:34:00,192,419.908
12611.0,1193.32,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,0,1193.32
12612.0,704.04,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,0,704.04
12613.0,6835.07,10,4163,2009-12-14 13:10:00,2011-10-13 14:59:00,668,683.507
12614.0,315.6,1,76,2011-07-03 10:22:00,2011-07-03 10:22:00,0,315.6
12615.0,5318.13,7,3068,2010-03-18 14:09:00,2011-09-29 10:23:00,559,759.7328571428571
12616.0,1131.1,3,498,2010-11-16 11:38:00,2011-05-09 15:17:00,174,377.0333333333333
12617.0,355.53000000000003,1,213,2011-10-11 14:39:00,2011-10-11 14:39:00,0,355.53000000000003
12618.0,177.31,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,0,177.31
12619.0,3781.38,10,3518,2010-05-28 12:52:00,2011-11-23 14:52:00,544,378.13800000000003
12620.0,1339.41,3,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,189,446.47
12621.0,23587.61,34,12941,2010-02-08 12:24:00,2011-12-05 09:41:00,664,693.7532352941176
12622.0,180.1,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,0,180.1
12623.0,3747.84,7,1971,2010-02-03 09:25:00,2011-08-03 13:50:00,546,535.4057142857143
12624.0,641.13,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00,71,320.565
12625.0,5164.88,4,3309,2010-04-22 11:33:00,2011-12-05 09:54:00,591,1291.22
12626.0,6620.4800000000005,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,303,735.6088888888889
12627.0,4478.53,7,2752,2011-02-08 09:29:00,2011-11-29 12:07:00,294,639.79
12628.0,571.21,2,301,2011-06-10 09:28:00,2011-06-11 14:26:00,1,285.605
12629.0,1558.22,2,722,2010-11-19 09:18:00,2010-12-10 16:40:00,21,779.11
12630.0,1270.88,2,548,2011-10-27 10:41:00,2011-11-30 10:48:00,34,635.44
12631.0,3481.57,6,1607,2010-01-15 14:50:00,2011-10-13 13:53:00,635,580.2616666666667
12632.0,804.88,2,694,2010-05-24 09:07:00,2010-07-07 09:39:00,44,402.44
12633.0,5678.16,7,3238,2010-02-07 11:44:00,2011-12-10 11:40:00,670,811.1657142857142
12634.0,490.0,2,337,2010-06-22 10:05:00,2010-09-06 15:41:00,76,245.0
12635.0,2930.41,4,1949,2010-09-09 10:50:00,2011-11-09 11:04:00,426,732.6025
12636.0,141.0,1,1,2009-01-12 09:55:00,2009-01-12 09:55:00,0,141.0
12637.0,8340.31,12,4284,2010-06-14 13:36:00,2011-09-09 11:48:00,451,695.0258333333333
12638.0,921.49,2,663,2010-10-03 10:30:00,2011-06-11 13:11:00,251,460.745
